Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2023-02-08,149.8072509765625,100.05000305175781,98.6893310546875,260.9892883300781,201.2899932861328
2023-02-09,148.77182006835938,98.23999786376953,94.35919952392578,257.9461669921875,207.32000732421875
2023-02-10,149.13723754882812,97.61000061035156,93.92221069335938,257.4373779296875,196.88999938964844
2023-02-13,151.9420623779297,99.54000091552734,93.9619369506836,265.48040771484375,194.63999938964844
2023-02-14,151.30006408691406,99.69999694824219,94.03145599365234,266.3121643066406,209.25
2023-02-15,153.40367126464844,101.16000366210938,96.27598571777344,264.1835632324219,214.24000549316406
2023-02-16,151.80377197265625,98.1500015258789,94.85576629638672,257.1502990722656,202.0399932861328
2023-02-17,150.6581573486328,97.19999694824219,93.70370483398438,253.1382598876953,208.30999755859375
2023-02-21,146.6386260986328,94.58000183105469,91.1612548828125,247.85107421875,197.3699951171875
2023-02-22,147.06332397460938,95.79000091552734,91.02220916748047,246.7132110595703,200.86000061035156
2023-02-23,147.54721069335938,95.81999969482422,90.26741027832031,249.9110565185547,202.07000732421875
2023-02-24,144.89059448242188,93.5,88.51947021484375,244.4668731689453,196.8800048828125
2023-02-27,146.0855712890625,93.76000213623047,89.25440979003906,245.38894653320312,207.6300048828125
2023-02-28,145.58189392089844,94.2300033569336,89.44310760498047,244.66307067871094,205.7100067138672
2023-03-01,143.50794982910156,92.16999816894531,89.74105072021484,241.5731658935547,202.77000427246094
2023-03-02,144.1005096435547,92.12999725341797,91.36981964111328,246.3208465576172,190.89999389648438
2023-03-03,149.15701293945312,94.9000015258789,93.0085220336914,250.42112731933594,197.7899932861328
2023-03-06,151.92227172851562,93.75,94.4783706665039,251.97100830078125,193.80999755859375
2023-03-07,149.719970703125,93.55000305175781,93.21707153320312,249.30282592773438,187.7100067138672
2023-03-08,150.9741973876953,93.91999816894531,93.60440063476562,248.86143493652344,182.0
2023-03-09,148.7224578857422,92.25,91.68761444091797,247.50778198242188,172.9199981689453
2023-03-10,146.6584014892578,90.7300033569336,90.00918579101562,243.84889221191406,173.44000244140625
2023-03-13,148.60394287109375,92.43000030517578,90.48590850830078,249.07723999023438,174.47999572753906
2023-03-14,150.6976776123047,94.87999725341797,93.32630920410156,255.81622314453125,183.25999450683594
2023-03-15,151.0926971435547,96.19999694824219,95.45166015625,260.3775329589844,180.4499969482422
2023-03-16,153.917236328125,100.04000091552734,99.63282012939453,270.93231201171875,184.1300048828125
2023-03-17,153.07778930664062,98.94999694824219,100.92391967773438,274.1006774902344,180.1300048828125
2023-03-20,155.447998046875,97.70999908447266,100.52665710449219,267.03802490234375,183.25
2023-03-21,157.3046875,100.61000061035156,104.2013168334961,268.5584716796875,197.5800018310547
2023-03-22,155.87269592285156,98.69999694824219,102.66193389892578,267.096923828125,191.14999389648438
2023-03-23,156.95904541015625,98.70999908447266,104.87665557861328,272.364501953125,192.22000122070312
2023-03-24,158.26266479492188,98.12999725341797,104.71775817871094,275.2189636230469,190.41000366210938
2023-03-27,156.31710815429688,98.04000091552734,101.75816345214844,271.10888671875,191.80999755859375
2023-03-28,155.69488525390625,97.23999786376953,100.33795928955078,269.9808349609375,189.19000244140625
2023-03-29,158.77622985839844,100.25,100.69548797607422,275.1601867675781,193.8800048828125
2023-03-30,160.34649658203125,102.0,100.19892120361328,278.6325988769531,195.27999877929688
2023-03-31,162.8550262451172,103.29000091552734,103.01947021484375,282.8015441894531,207.4600067138672
2023-04-03,164.1092529296875,102.41000366210938,103.64514923095703,281.751953125,194.77000427246094
2023-04-04,163.57594299316406,103.94999694824219,104.00267791748047,281.7029113769531,192.5800018310547
2023-04-05,161.72914123535156,101.0999984741211,103.75440216064453,278.9169921875,185.52000427246094
2023-04-06,162.61801147460938,102.05999755859375,107.67733764648438,286.03863525390625,185.05999755859375
2023-04-10,160.02059936523438,102.16999816894531,105.71089935302734,283.87078857421875,184.50999450683594
2023-04-11,158.80584716796875,99.91999816894531,104.62836456298828,277.43585205078125,186.7899932861328
2023-04-12,158.11453247070312,97.83000183105469,103.92322540283203,278.0832824707031,180.5399932861328
2023-04-13,163.50682067871094,102.4000015258789,106.6941146850586,284.31219482421875,185.89999389648438
2023-04-14,163.16114807128906,102.51000213623047,108.12425994873047,280.68280029296875,185.0
2023-04-17,163.18093872070312,102.73999786376953,105.24412536621094,283.2919921875,187.0399932861328
2023-04-18,164.40553283691406,102.30000305175781,103.7841796875,282.87017822265625,184.30999755859375
2023-04-19,165.55116271972656,104.30000305175781,103.46639251708984,282.94873046875,180.58999633789062
2023-04-20,164.58331298828125,103.80999755859375,104.56878662109375,280.6533508300781,162.99000549316406
2023-04-21,162.97352600097656,106.95999908447266,104.6879653930664,280.30999755859375,165.0800018310547
2023-04-24,163.27967834472656,106.20999908447266,105.24412536621094,276.3960876464844,162.5500030517578
2023-04-25,161.739013671875,102.56999969482422,103.13864135742188,270.1672668457031,160.6699981689453
2023-04-26,161.72914123535156,104.9800033569336,102.99959564208984,289.7366943359375,153.75
2023-04-27,166.3214874267578,109.81999969482422,106.85301971435547,299.01629638671875,160.19000244140625
2023-04-28,167.57569885253906,105.44999694824219,106.604736328125,301.39996337890625,164.30999755859375
2023-05-01,167.48684692382812,102.05000305175781,106.4656982421875,299.7323303222656,161.8300018310547
2023-05-02,166.44984436035156,103.62999725341797,104.59857177734375,299.58526611328125,160.30999755859375
2023-05-03,165.3733673095703,103.6500015258789,104.6879653930664,298.5945129394531,160.61000061035156
2023-05-04,163.73394775390625,104.0,103.97289276123047,299.58526611328125,161.1999969482422
2023-05-05,171.41748046875,105.66000366210938,104.84686279296875,304.72528076171875,170.05999755859375
2023-05-08,171.34832763671875,105.83000183105469,107.03178405761719,302.763427734375,171.7899932861328
2023-05-09,169.63983154296875,106.62000274658203,106.61466979980469,301.14495849609375,169.14999389648438
2023-05-10,171.40760803222656,110.19000244140625,110.9845199584961,306.3536682128906,168.5399932861328
2023-05-11,171.5952606201172,112.18000030517578,115.77151489257812,304.1955871582031,172.0800018310547
2023-05-12,170.66563415527344,110.26000213623047,116.705078125,303.0773010253906,167.97999572753906
2023-05-15,170.171142578125,111.19999694824219,115.71192932128906,303.5580139160156,166.35000610351562
2023-05-16,170.171142578125,113.4000015258789,118.6913833618164,305.7945251464844,166.52000427246094
2023-05-17,170.7843017578125,115.5,120.01226043701172,308.6847229003906,173.86000061035156
2023-05-18,173.11827087402344,118.1500015258789,121.98863983154297,313.1282043457031,176.88999938964844
2023-05-19,173.22705078125,116.25,121.91910552978516,312.9512939453125,180.13999938964844
2023-05-22,172.2776336669922,115.01000213623047,124.19342803955078,315.7431945800781,188.8699951171875
2023-05-23,169.66676330566406,114.98999786376953,121.7204818725586,309.9234313964844,185.77000427246094
2023-05-24,169.94366455078125,116.75,120.07184600830078,308.53729248046875,182.89999389648438
2023-05-25,171.08099365234375,115.0,122.6341781616211,320.4029846191406,184.47000122070312
2023-05-26,173.49403381347656,120.11000061035156,123.75643920898438,327.2549743652344,193.1699981689453
2023-05-30,175.34344482421875,121.66000366210938,122.8228759765625,325.6034240722656,201.16000366210938
2023-05-31,175.29397583007812,120.58000183105469,122.02837371826172,322.8311462402344,203.92999267578125
2023-06-01,178.10263061523438,122.7699966430664,122.87254333496094,326.9502258300781,207.52000427246094
2023-06-02,178.95314025878906,124.25,123.81603240966797,329.7225036621094,213.97000122070312
2023-06-05,177.59825134277344,125.30000305175781,125.1468505859375,330.2532958984375,217.61000061035156
2023-06-06,177.2323455810547,126.61000061035156,126.43795013427734,328.0315856933594,221.30999755859375
2023-06-07,175.85769653320312,121.2300033569336,121.660888671875,317.9059753417969,224.57000732421875
2023-06-08,178.57733154296875,124.25,121.3033676147461,319.754150390625,234.86000061035156
2023-06-09,178.9630126953125,123.43000030517578,121.39274597167969,321.25823974609375,244.39999389648438
2023-06-12,181.76177978515625,126.56999969482422,122.79308319091797,326.2325744628906,249.8300018310547
2023-06-13,181.28712463378906,126.66000366210938,122.9817886352539,328.6312561035156,258.7099914550781
2023-06-14,181.9200439453125,126.41999816894531,122.8228759765625,331.629638671875,256.7900085449219
2023-06-15,183.95730590820312,127.11000061035156,124.23314666748047,342.2075500488281,255.89999389648438
2023-06-16,182.8793487548828,125.48999786376953,122.68384552001953,336.5351867675781,260.5400085449219
2023-06-20,182.9683380126953,125.77999877929688,122.25677490234375,332.32763671875,274.45001220703125
2023-06-21,181.92994689941406,124.83000183105469,119.72425842285156,327.9136657714844,259.4599914550781
2023-06-22,184.93638610839844,130.14999389648438,122.30644989013672,333.95947265625,264.6099853515625
2023-06-23,184.61990356445312,129.3300018310547,121.50198364257812,329.3489074707031,256.6000061035156
2023-06-26,183.22547912597656,127.33000183105469,117.52938079833984,323.03759765625,241.0500030517578
2023-06-27,185.98468017578125,129.17999267578125,117.51945495605469,328.9065246582031,250.2100067138672
2023-06-28,187.16152954101562,129.0399932861328,119.35678100585938,330.1648254394531,256.239990234375
2023-06-29,187.497802734375,127.9000015258789,118.2841796875,329.3783874511719,257.5
2023-06-30,191.8294677734375,130.36000061035156,118.88006591796875,334.7755432128906,261.7699890136719
2023-07-03,190.3361358642578,130.22000122070312,119.07869720458984,332.2686462402344,279.82000732421875
2023-07-05,189.21856689453125,130.3800048828125,120.91602325439453,332.4259033203125,282.4800109863281
2023-07-06,189.69329833984375,128.36000061035156,119.28726196289062,335.49310302734375,276.5400085449219
2023-07-07,188.57579040527344,129.77999877929688,118.66156768798828,331.51165771484375,274.42999267578125
2023-07-10,186.5286102294922,127.12999725341797,115.65233612060547,326.2129211425781,269.6099853515625
2023-07-11,186.00448608398438,128.77999877929688,116.33760833740234,326.842041015625,269.7900085449219
2023-07-12,187.6758270263672,130.8000030517578,118.11534118652344,331.4920349121094,271.989990234375
2023-07-13,188.43731689453125,134.3000030517578,123.68692016601562,336.8595886230469,277.8999938964844
2023-07-14,188.58566284179688,134.67999267578125,124.5608901977539,339.3959045410156,281.3800048828125
2023-07-17,191.8492431640625,133.55999755859375,123.79617309570312,339.87762451171875,290.3800048828125
2023-07-18,191.59210205078125,132.8300018310547,122.91226196289062,353.4046936035156,293.3399963378906
2023-07-19,192.94699096679688,135.36000061035156,121.19410705566406,349.0693054199219,291.260009765625
2023-07-20,190.99874877929688,129.9600067138672,118.38349151611328,340.99835205078125,262.8999938964844
2023-07-21,189.82186889648438,130.0,119.19786834716797,337.9508361816406,260.0199890136719
2023-07-24,190.62290954589844,128.8000030517578,120.69754028320312,339.26812744140625,269.05999755859375
2023-07-25,191.4833221435547,129.1300048828125,121.37287139892578,345.0387878417969,265.2799987792969
2023-07-26,192.3535919189453,128.14999389648438,128.384521484375,332.0523376464844,264.3500061035156
2023-07-27,191.08773803710938,128.25,128.5136260986328,325.1217346191406,255.7100067138672
2023-07-28,193.66893005371094,132.2100067138672,131.6718292236328,332.6422119140625,266.44000244140625
2023-07-31,194.28208923339844,133.67999267578125,131.81089782714844,330.23370361328125,267.42999267578125
2023-08-01,193.45135498046875,131.69000244140625,130.64891052246094,330.64654541015625,261.07000732421875
2023-08-02,190.4547882080078,128.2100067138672,127.5006103515625,321.95623779296875,254.11000061035156
2023-08-03,189.06036376953125,128.91000366210938,127.57012939453125,321.1304626464844,259.32000732421875
2023-08-04,179.981689453125,139.57000732421875,127.23246765136719,322.23150634765625,253.86000061035156
2023-08-07,176.87632751464844,142.22000122070312,130.6290283203125,324.52203369140625,251.4499969482422
2023-08-08,177.81582641601562,139.94000244140625,130.4999237060547,320.53076171875,249.6999969482422
2023-08-09,176.2235870361328,137.85000610351562,128.77183532714844,316.775390625,242.19000244140625
2023-08-10,176.0060272216797,138.55999755859375,128.80165100097656,317.46356201171875,245.33999633789062
2023-08-11,176.06544494628906,138.41000366210938,128.6725311279297,315.5760498046875,242.64999389648438
2023-08-14,177.71926879882812,140.57000732421875,130.43040466308594,318.5547790527344,239.75999450683594
2023-08-15,175.72872924804688,137.6699981689453,128.89102172851562,316.41168212890625,232.9600067138672
2023-08-16,174.85726928710938,135.07000732421875,127.81840515136719,315.64324951171875,225.60000610351562
2023-08-17,172.31222534179688,133.97999572753906,129.0300750732422,312.1755676269531,219.22000122070312
2023-08-18,172.7974853515625,133.22000122070312,126.5869140625,311.7814636230469,215.49000549316406
2023-08-21,174.13438415527344,134.67999267578125,127.49066925048828,317.1012878417969,231.27999877929688
2023-08-22,175.51087951660156,134.25,128.19581604003906,317.6726379394531,233.19000244140625
2023-08-23,179.3631591796875,135.52000427246094,131.46327209472656,322.1452941894531,236.86000061035156
2023-08-24,174.66912841796875,131.83999633789062,128.89102172851562,315.21966552734375,230.0399932861328
2023-08-25,176.87747192382812,133.25999450683594,128.99034118652344,318.1849670410156,238.58999633789062
2023-08-28,178.44219970703125,133.13999938964844,130.11257934570312,318.89434814453125,238.82000732421875
2023-08-29,182.3340301513672,134.91000366210938,133.64820861816406,323.5343322753906,257.17999267578125
2023-08-30,185.82980346679688,135.07000732421875,134.94924926757812,323.9087219238281,256.8999938964844
2023-08-31,186.0476837158203,138.00999450683594,135.2372589111328,322.8940124511719,258.0799865722656
2023-09-01,187.6222686767578,138.1199951171875,134.73074340820312,323.7806396484375,245.00999450683594
2023-09-05,187.8599090576172,137.27000427246094,134.83999633789062,328.5980529785156,256.489990234375
2023-09-06,181.1357879638672,135.36000061035156,133.5389862060547,327.9380187988281,251.9199981689453
2023-09-07,175.83767700195312,137.85000610351562,134.33348083496094,325.0120849609375,251.49000549316406
2023-09-08,176.45166015625,138.22999572753906,135.44581604003906,329.3073425292969,248.5
2023-09-11,177.62020874023438,143.10000610351562,135.98211669921875,332.9228515625,273.5799865722656
2023-09-12,174.58990478515625,141.22999572753906,134.4129180908203,326.84442138671875,267.4800109863281
2023-09-13,172.5201873779297,144.85000610351562,135.7735595703125,331.0707702636719,271.29998779296875
2023-09-14,174.0353240966797,144.72000122070312,137.15403747558594,333.6716003417969,276.0400085449219
2023-09-15,173.31239318847656,140.38999938964844,136.45883178710938,325.3175048828125,274.3900146484375
2023-09-18,176.2436981201172,139.97999572753906,137.26327514648438,324.1746826171875,265.2799987792969
2023-09-19,177.33302307128906,137.6300048828125,137.0944366455078,323.7707824707031,266.5
2023-09-20,173.7877655029297,135.2899932861328,132.8239288330078,316.0077819824219,262.5899963378906
2023-09-21,172.24288940429688,129.3300018310547,129.54652404785156,314.7861328125,255.6999969482422
2023-09-22,173.09454345703125,129.1199951171875,129.35781860351562,312.3035888671875,244.8800048828125
2023-09-25,174.37203979492188,131.27000427246094,130.21192932128906,312.8257141113281,246.99000549316406
2023-09-26,170.2919921875,125.9800033569336,127.68932342529297,307.5058898925781,244.1199951171875
2023-09-27,168.77684020996094,125.9800033569336,129.64581298828125,308.14630126953125,240.5
2023-09-28,169.03431701660156,125.9800033569336,131.40370178222656,308.983642578125,246.3800048828125
2023-09-29,169.54928588867188,127.12000274658203,129.963623046875,311.0622863769531,250.22000122070312
2023-10-02,172.0646514892578,129.4600067138672,133.25094604492188,317.02252197265625,251.60000610351562
2023-10-03,170.72775268554688,124.72000122070312,131.5228729248047,308.7374267578125,246.52999877929688
2023-10-04,171.9755096435547,127.0,134.31362915039062,314.22467041015625,261.1600036621094
2023-10-05,173.21340942382812,125.95999908447266,134.14480590820312,314.61871337890625,260.04998779296875
2023-10-06,175.76837158203125,127.95999908447266,136.63760375976562,322.40142822265625,260.5299987792969
2023-10-09,177.2538299560547,128.25999450683594,137.47181701660156,324.9234313964844,259.6700134277344
2023-10-10,176.65963745117188,129.47999572753906,137.11428833007812,323.5146789550781,263.6199951171875
2023-10-11,178.0559539794922,131.8300018310547,139.58726501464844,327.48480224609375,262.989990234375
2023-10-12,178.95712280273438,132.3300018310547,138.01806640625,326.2435302734375,258.8699951171875
2023-10-13,177.11517333984375,129.7899932861328,136.4191131591797,322.8644714355469,251.1199951171875
2023-10-16,176.98641967773438,132.5500030517578,138.14718627929688,327.7015686035156,253.9199981689453
2023-10-17,175.43165588378906,131.47000122070312,138.76292419433594,327.1301574707031,254.85000610351562
2023-10-18,174.13438415527344,128.1300048828125,137.0150146484375,325.2091064453125,242.67999267578125
2023-10-19,173.75804138183594,128.39999389648438,136.80642700195312,326.401123046875,220.11000061035156
2023-10-20,171.2030792236328,125.16999816894531,134.67115783691406,321.8201599121094,211.99000549316406
2023-10-23,171.3218994140625,126.55999755859375,135.5649871826172,324.43084716796875,212.0800018310547
2023-10-24,171.75765991210938,128.55999755859375,137.85916137695312,325.6229248046875,216.52000427246094
2023-10-25,169.4403533935547,121.38999938964844,124.74959564208984,335.61236572265625,212.4199981689453
2023-10-26,165.2711639404297,119.56999969482422,121.44239807128906,323.0220947265625,205.75999450683594
2023-10-27,166.58828735351562,127.73999786376953,121.33314514160156,324.91363525390625,207.3000030517578
2023-10-30,168.63818359375,132.7100067138672,123.60746765136719,332.30224609375,197.36000061035156
2023-10-31,169.11354064941406,133.08999633789062,123.23006439208984,333.09033203125,200.83999633789062
2023-11-01,172.28250122070312,137.0,125.58384704589844,340.93218994140625,205.66000366210938
2023-11-02,175.84762573242188,138.07000732421875,126.61671447753906,343.14874267578125,218.50999450683594
2023-11-03,174.93650817871094,138.60000610351562,128.2156982421875,347.56219482421875,219.9600067138672
2023-11-06,177.49147033691406,139.74000549316406,129.35781860351562,351.2368469238281,219.27000427246094
2023-11-07,180.05636596679688,142.7100067138672,130.0728759765625,355.1774597167969,222.17999267578125
2023-11-08,181.11598205566406,142.0800018310547,130.93690490722656,357.807861328125,222.11000061035156
2023-11-09,180.64065551757812,140.60000610351562,129.34788513183594,355.3351135253906,209.97999572753906
2023-11-10,184.83511352539062,143.55999755859375,131.6817626953125,364.1817626953125,214.64999389648438
2023-11-13,183.24856567382812,142.58999633789062,131.18521118164062,361.2361755371094,223.7100067138672
2023-11-14,185.86639404296875,145.8000030517578,132.70472717285156,364.7728576660156,237.41000366210938
2023-11-15,186.4315948486328,143.1999969482422,133.69786071777344,364.9209289550781,242.83999633789062
2023-11-16,188.1173553466797,142.8300018310547,135.99205017089844,371.33746337890625,233.58999633789062
2023-11-17,188.0974884033203,145.17999267578125,134.38316345214844,365.0986633300781,234.3000030517578
2023-11-20,189.8427276611328,146.1300048828125,135.31671142578125,372.59112548828125,235.60000610351562
2023-11-21,189.03952026367188,143.89999389648438,136.03179931640625,368.27728271484375,241.1999969482422
2023-11-22,189.70388793945312,146.7100067138672,137.54136657714844,372.99591064453125,234.2100067138672
2023-11-24,188.3751678466797,146.74000549316406,135.7537078857422,372.5812683105469,235.4499969482422
2023-11-27,188.1966552734375,147.72999572753906,135.47561645507812,373.74609375,236.0800018310547
2023-11-28,188.80154418945312,147.02999877929688,136.2602081298828,377.7835998535156,246.72000122070312
2023-11-29,187.7801971435547,146.32000732421875,134.0653533935547,373.9830322265625,244.13999938964844
2023-11-30,188.35533142089844,146.08999633789062,131.62217712402344,374.0422668457031,240.0800018310547
2023-12-01,189.6344757080078,147.02999877929688,130.95677185058594,369.6988220214844,238.8300018310547
2023-12-04,187.83969116210938,144.83999633789062,128.384521484375,364.39776611328125,235.5800018310547
2023-12-05,191.79620361328125,146.8800048828125,130.09274291992188,367.7343444824219,238.72000122070312
2023-12-06,190.70542907714844,144.52000427246094,129.12937927246094,364.0621337890625,239.3699951171875
2023-12-07,192.63905334472656,146.8800048828125,135.99205017089844,366.1845397949219,242.63999938964844
2023-12-08,194.0669708251953,147.4199981689453,134.0653533935547,369.4223937988281,243.83999633789062
2023-12-11,191.55821228027344,145.88999938964844,132.37698364257812,366.530029296875,239.74000549316406
2023-12-12,193.0753631591797,147.47999572753906,131.61227416992188,369.5704345703125,237.00999450683594
2023-12-13,196.29806518554688,148.83999633789062,131.66192626953125,369.56060791015625,239.2899932861328
2023-12-14,196.44680786132812,147.4199981689453,131.03622436523438,361.22900390625,251.0500030517578
2023-12-15,195.91136169433594,149.97000122070312,131.69171142578125,365.9673767089844,253.5
2023-12-18,194.2454376220703,154.07000732421875,134.8697967529297,367.8627014160156,252.0800018310547
2023-12-19,195.28663635253906,153.7899932861328,135.71395874023438,368.46484375,257.2200012207031
2023-12-20,193.1943359375,152.1199951171875,137.3923797607422,365.8587646484375,247.13999938964844
2023-12-21,193.0455780029297,153.83999633789062,139.45816040039062,368.7412414550781,254.5
2023-12-22,191.97470092773438,153.4199981689453,140.5207977294922,369.7678527832031,252.5399932861328
2023-12-26,191.42929077148438,153.41000366210938,140.55062866210938,369.8468933105469,256.6099853515625
2023-12-27,191.52845764160156,153.33999633789062,139.4084930419922,369.2644348144531,261.44000244140625
2023-12-28,191.95484924316406,153.3800048828125,139.26943969726562,370.45892333984375,253.17999267578125
2023-12-29,190.91366577148438,151.94000244140625,138.73313903808594,371.2091369628906,248.47999572753906
2024-01-02,184.0814971923828,149.92999267578125,137.2235565185547,366.1054992675781,248.4199981689453
2024-01-03,182.7031707763672,148.47000122070312,137.9684295654297,365.83905029296875,238.4499969482422
2024-01-04,180.38282775878906,144.57000732421875,135.45574951171875,363.21319580078125,237.92999267578125
2024-01-05,179.658935546875,145.24000549316406,134.80027770996094,363.025634765625,237.49000549316406
2024-01-08,184.00218200683594,149.10000610351562,137.88897705078125,369.87646484375,240.4499969482422
2024-01-09,183.585693359375,151.3699951171875,139.98451232910156,370.96234130859375,234.9600067138672
2024-01-10,184.62689208984375,153.72999572753906,141.30540466308594,377.8526916503906,233.94000244140625
2024-01-11,184.0319061279297,155.17999267578125,141.10678100585938,379.68878173828125,227.22000122070312
2024-01-12,184.35916137695312,154.6199951171875,141.67288208007812,383.4794921875,218.88999938964844
2024-01-16,182.08837890625,153.16000366210938,141.51397705078125,385.25634765625,219.91000366210938
2024-01-17,181.14634704589844,151.7100067138672,140.50096130371094,384.4666442871094,215.5500030517578
2024-01-18,187.04640197753906,153.5,142.49717712402344,388.8100891113281,211.8800048828125
2024-01-19,189.95179748535156,155.33999633789062,145.3773193359375,393.5484313964844,212.19000244140625
2024-01-22,192.2622528076172,154.77999877929688,144.98997497558594,391.41619873046875,208.8000030517578
2024-01-23,193.54139709472656,156.02000427246094,146.0327911376953,393.77545166015625,209.13999938964844
2024-01-24,192.8671112060547,156.8699951171875,147.68142700195312,397.3884582519531,207.8300018310547
2024-01-25,192.53990173339844,157.75,150.8297119140625,399.66876220703125,182.6300048828125
2024-01-26,190.80458068847656,159.1199951171875,151.14752197265625,398.7408142089844,183.25
2024-01-29,190.12037658691406,161.25999450683594,152.45848083496094,404.4564514160156,190.92999267578125
2024-01-30,186.46136474609375,159.0,150.42251586914062,403.3409729003906,191.58999633789062
2024-01-31,182.85191345214844,155.1999969482422,139.1403350830078,392.4724426269531,187.2899932861328
2024-02-01,185.29124450683594,159.27999877929688,140.19308471679688,398.5927734375,188.86000061035156
2024-02-02,184.28976440429688,171.80999755859375,141.40472412109375,405.9371643066406,187.91000366210938
2024-02-05,186.1043701171875,170.30999755859375,142.69581604003906,400.438720703125,181.05999755859375
2024-02-06,187.71078491210938,169.14999389648438,143.11294555664062,400.2807922363281,185.10000610351562
2024-02-07,187.81983947753906,170.52999877929688,144.54306030273438,408.73077392578125,187.5800018310547
2024-02-08,186.739013671875,169.83999633789062,144.91053771972656,408.7900390625,189.55999755859375
2024-02-09,187.50352478027344,174.4499969482422,147.9793701171875,415.1473388671875,193.57000732421875
2024-02-12,185.8156280517578,172.33999633789062,146.51943969726562,409.92529296875,188.1300048828125
2024-02-13,183.7206573486328,168.63999938964844,144.14581298828125,401.10015869140625,184.02000427246094
2024-02-14,182.83702087402344,170.97999572753906,144.94032287597656,404.9769287109375,188.7100067138672
2024-02-15,182.54908752441406,169.8000030517578,141.79205322265625,402.0792236328125,200.4499969482422
2024-02-16,181.0101318359375,169.50999450683594,139.55746459960938,399.6068115234375,199.9499969482422
2024-02-20,180.2655029296875,167.0800018310547,140.15335083007812,398.3507995605469,193.75999450683594
2024-02-21,181.02008056640625,168.58999633789062,141.57354736328125,397.74749755859375,194.77000427246094
2024-02-22,183.05545043945312,174.5800018310547,143.10299682617188,407.11309814453125,197.41000366210938
2024-02-23,181.21865844726562,174.99000549316406,142.9739227294922,405.8175354003906,191.97000122070312
2024-02-26,179.8683319091797,174.72999572753906,136.627685546875,403.0483703613281,199.39999389648438
2024-02-27,181.32786560058594,173.5399932861328,137.92869567871094,402.98907470703125,199.72999572753906
2024-02-28,180.12648010253906,173.16000366210938,135.44581604003906,403.2264709472656,202.0399932861328
2024-02-29,179.46127319335938,176.75999450683594,137.51156616210938,409.0811767578125,201.8800048828125
2024-03-01,178.37905883789062,178.22000122070312,136.2006072998047,410.9206848144531,202.63999938964844
2024-03-04,173.85153198242188,177.5800018310547,132.4365692138672,410.3470764160156,188.13999938964844
2024-03-05,168.90704345703125,174.1199951171875,131.76123046875,398.2122802734375,180.74000549316406
2024-03-06,167.91416931152344,173.50999450683594,130.4999237060547,397.6585388183594,176.5399932861328
2024-03-07,167.7950439453125,176.82000732421875,133.4595184326172,404.6307678222656,178.64999389648438
2024-03-08,169.51271057128906,175.35000610351562,134.4824676513672,401.7430114746094,175.33999633789062
2024-03-11,171.51829528808594,171.9600067138672,136.72698974609375,400.0617370605469,177.77000427246094
2024-03-12,171.99488830566406,175.38999938964844,137.55126953125,410.7030944824219,177.5399932861328
2024-03-13,169.90985107421875,176.55999755859375,138.83242797851562,410.5251159667969,169.47999572753906
2024-03-14,171.76651000976562,178.75,142.1197967529297,420.5335693359375,162.5
